loss,val_loss
0.03373204171657562,0.005736231338232756
0.001829070970416069,0.004697941709309816
0.0014906720025464892,0.0037976668681949377
0.001387077383697033,0.002977936062961817
0.0012814166257157922,0.002850761404260993
0.0012082363246008754,0.002865243935957551
0.001138470252044499,0.002635664539411664
0.0011307948734611273,0.002612095093354583
0.0010328040225431323,0.0020889549050480127
0.0010221675038337708,0.002496462780982256
0.0009732259786687791,0.001933696330524981
0.0009430379141122103,0.0021629049442708492
0.0008904861169867218,0.0014686016365885735
0.0008859389927238226,0.001622882205992937
0.0008399136131629348,0.0021397247910499573
0.0007846347871236503,0.0017090745968744159
0.0007853686111047864,0.0017242897301912308
0.0007528378046117723,0.0018708156421780586
0.0007629800820723176,0.002126826671883464
0.0007357202703133225,0.0016042975476011634
